Date,Adj Close,Close,High,Low,Open,Volume
2017-08-22,21899.890625,21899.890625,21912.830078125,21738.130859375,21739.779296875,244980000
2017-08-23,21812.08984375,21812.08984375,21866.66015625,21808.390625,21850.26953125,234810000
2017-08-24,21783.400390625,21783.400390625,21870.109375,21765.8203125,21839.900390625,228480000
2017-08-25,21813.669921875,21813.669921875,21906.859375,21812.810546875,21819.080078125,217570000
2017-08-28,21808.400390625,21808.400390625,21861.490234375,21767.939453125,21832.5,218740000
2017-08-29,21865.369140625,21865.369140625,21879.220703125,21673.580078125,21718.0,227340000
2017-08-30,21892.4296875,21892.4296875,21914.259765625,21839.470703125,21859.759765625,242840000
2017-08-31,21948.099609375,21948.099609375,21985.759765625,21910.5,21936.009765625,376790000
2017-09-01,21987.560546875,21987.560546875,22038.970703125,21974.91015625,21981.76953125,256240000
2017-09-05,21753.310546875,21753.310546875,21921.08984375,21709.630859375,21912.369140625,332840000
2017-09-06,21807.640625,21807.640625,21849.240234375,21794.0703125,21815.759765625,318760000
2017-09-07,21784.779296875,21784.779296875,21850.009765625,21745.7109375,21820.380859375,333810000
2017-09-08,21797.7890625,21797.7890625,21846.630859375,21731.119140625,21764.4296875,289400000
2017-09-11,22057.369140625,22057.369140625,22067.099609375,21927.7890625,21927.7890625,312770000
2017-09-12,22118.859375,22118.859375,22134.5703125,22087.08984375,22090.560546875,364580000
2017-09-13,22158.1796875,22158.1796875,22158.1796875,22095.7890625,22103.470703125,291890000
2017-09-14,22203.48046875,22203.48046875,22216.439453125,22135.259765625,22144.9609375,297780000
2017-09-15,22268.33984375,22268.33984375,22275.01953125,22214.51953125,22252.439453125,527540000
2017-09-18,22331.349609375,22331.349609375,22355.619140625,22283.349609375,22297.919921875,302740000
2017-09-19,22370.80078125,22370.80078125,22386.009765625,22340.7109375,22349.69921875,295570000
2017-09-20,22412.58984375,22412.58984375,22413.259765625,22314.6796875,22351.380859375,334560000
2017-09-21,22359.23046875,22359.23046875,22419.509765625,22356.55078125,22414.01953125,287390000
2017-09-22,22349.58984375,22349.58984375,22364.310546875,22299.580078125,22334.0703125,297140000
2017-09-25,22296.08984375,22296.08984375,22359.880859375,22219.109375,22320.470703125,332430000
2017-09-26,22284.3203125,22284.3203125,22369.349609375,22279.51953125,22322.029296875,285990000
2017-09-27,22340.7109375,22340.7109375,22371.099609375,22254.9296875,22330.9296875,342900000
2017-09-28,22381.19921875,22381.19921875,22394.740234375,22288.970703125,22306.830078125,263010000
2017-09-29,22405.08984375,22405.08984375,22405.630859375,22332.9609375,22358.470703125,274790000
2017-10-02,22557.599609375,22557.599609375,22559.380859375,22416.0,22423.470703125,268530000
2017-10-03,22641.669921875,22641.669921875,22646.3203125,22562.900390625,22564.44921875,238830000
2017-10-04,22661.640625,22661.640625,22685.939453125,22632.80078125,22645.669921875,235730000
2017-10-05,22775.390625,22775.390625,22777.0390625,22655.140625,22669.080078125,246400000
2017-10-06,22773.669921875,22773.669921875,22773.669921875,22730.849609375,22762.029296875,221450000
2017-10-09,22761.0703125,22761.0703125,22803.369140625,22739.380859375,22779.73046875,310770000
2017-10-10,22830.6796875,22830.6796875,22850.509765625,22770.990234375,22784.759765625,319270000
2017-10-11,22872.890625,22872.890625,22872.890625,22821.66015625,22827.650390625,316000000
2017-10-12,22841.009765625,22841.009765625,22884.8203125,22821.130859375,22854.849609375,291790000
2017-10-13,22871.720703125,22871.720703125,22905.330078125,22855.9296875,22876.4296875,259560000
2017-10-16,22956.9609375,22956.9609375,22960.119140625,22887.119140625,22892.919921875,247180000
2017-10-17,22997.439453125,22997.439453125,23002.19921875,22948.23046875,22952.41015625,273090000
2017-10-18,23157.599609375,23157.599609375,23172.9296875,23086.75,23087.130859375,271870000
2017-10-19,23163.0390625,23163.0390625,23167.240234375,23052.669921875,23107.470703125,350400000
2017-10-20,23328.630859375,23328.630859375,23328.83984375,23201.779296875,23205.1796875,474380000
2017-10-23,23273.9609375,23273.9609375,23368.369140625,23273.9609375,23348.94921875,456830000
2017-10-24,23441.759765625,23441.759765625,23485.25,23343.23046875,23346.779296875,406850000
2017-10-25,23329.4609375,23329.4609375,23451.509765625,23251.109375,23431.08984375,399560000
2017-10-26,23400.859375,23400.859375,23459.83984375,23380.890625,23380.890625,370600000
2017-10-27,23434.189453125,23434.189453125,23449.400390625,23353.16015625,23419.16015625,518870000
2017-10-30,23348.740234375,23348.740234375,23428.75,23327.869140625,23405.75,436900000
2017-10-31,23377.240234375,23377.240234375,23406.349609375,23334.390625,23369.220703125,388050000
2017-11-01,23435.009765625,23435.009765625,23517.7109375,23388.91015625,23442.900390625,361260000
2017-11-02,23516.259765625,23516.259765625,23531.380859375,23350.98046875,23463.240234375,348040000
2017-11-03,23539.189453125,23539.189453125,23557.060546875,23481.5703125,23549.58984375,312250000
2017-11-06,23548.419921875,23548.419921875,23574.859375,23520.75,23533.9609375,325190000
2017-11-07,23557.23046875,23557.23046875,23602.119140625,23484.189453125,23574.029296875,285080000
2017-11-08,23563.359375,23563.359375,23575.0,23510.560546875,23542.599609375,264670000
2017-11-09,23461.939453125,23461.939453125,23516.740234375,23310.01953125,23492.08984375,305440000
2017-11-10,23422.2109375,23422.2109375,23452.19921875,23392.9609375,23432.7109375,351280000
2017-11-13,23439.69921875,23439.69921875,23461.6796875,23343.33984375,23367.470703125,491260000
2017-11-14,23409.470703125,23409.470703125,23414.080078125,23271.5703125,23388.400390625,561330000
2017-11-15,23271.279296875,23271.279296875,23344.990234375,23242.75,23334.58984375,404300000
2017-11-16,23458.359375,23458.359375,23492.189453125,23365.33984375,23365.33984375,402020000
2017-11-17,23358.240234375,23358.240234375,23433.76953125,23356.009765625,23433.76953125,386000000
2017-11-20,23430.330078125,23430.330078125,23456.880859375,23360.580078125,23370.7109375,315330000
2017-11-21,23590.830078125,23590.830078125,23617.80078125,23500.150390625,23500.150390625,329650000
2017-11-22,23526.1796875,23526.1796875,23605.76953125,23507.609375,23597.240234375,268760000
2017-11-24,23557.990234375,23557.990234375,23599.1796875,23551.58984375,23552.75,118610000
2017-11-27,23580.779296875,23580.779296875,23638.919921875,23545.01953125,23552.859375,296320000
2017-11-28,23836.7109375,23836.7109375,23849.609375,23617.109375,23625.189453125,319240000
2017-11-29,23940.6796875,23940.6796875,23959.759765625,23872.58984375,23883.259765625,401410000
2017-11-30,24272.349609375,24272.349609375,24327.8203125,24013.80078125,24013.80078125,488200000
2017-12-01,24231.58984375,24231.58984375,24322.060546875,23921.900390625,24305.400390625,417910000
2017-12-04,24290.05078125,24290.05078125,24534.0390625,24288.189453125,24424.109375,424250000
2017-12-05,24180.640625,24180.640625,24349.740234375,24155.279296875,24335.009765625,371190000
2017-12-06,24140.91015625,24140.91015625,24229.349609375,24134.490234375,24171.900390625,312720000
2017-12-07,24211.48046875,24211.48046875,24262.880859375,24101.240234375,24116.599609375,319060000
2017-12-08,24329.16015625,24329.16015625,24330.119140625,24225.5,24263.259765625,293590000
2017-12-11,24386.029296875,24386.029296875,24389.720703125,24314.740234375,24338.109375,300580000
2017-12-12,24504.80078125,24504.80078125,24552.970703125,24443.830078125,24452.9609375,342220000
2017-12-13,24585.4296875,24585.4296875,24666.01953125,24518.30078125,24525.189453125,325280000
2017-12-14,24508.66015625,24508.66015625,24672.48046875,24508.66015625,24631.009765625,314780000
2017-12-15,24651.740234375,24651.740234375,24688.619140625,24584.439453125,24585.7109375,635740000
2017-12-18,24792.19921875,24792.19921875,24876.0703125,24739.560546875,24739.560546875,354880000
2017-12-19,24754.75,24754.75,24850.109375,24715.599609375,24834.380859375,335330000
2017-12-20,24726.650390625,24726.650390625,24852.439453125,24697.109375,24838.08984375,341790000
2017-12-21,24782.2890625,24782.2890625,24850.91015625,24766.26953125,24778.259765625,339530000
2017-12-22,24754.060546875,24754.060546875,24784.150390625,24717.509765625,24764.0390625,255140000
2017-12-26,24746.2109375,24746.2109375,24778.130859375,24708.419921875,24715.83984375,208290000
2017-12-27,24774.30078125,24774.30078125,24789.51953125,24731.6796875,24766.51953125,225890000
2017-12-28,24837.509765625,24837.509765625,24839.23046875,24797.130859375,24807.2109375,200960000
2017-12-29,24719.220703125,24719.220703125,24871.66015625,24719.220703125,24849.630859375,270760000
2018-01-02,24824.009765625,24824.009765625,24864.189453125,24741.69921875,24809.349609375,341130000
2018-01-03,24922.6796875,24922.6796875,24941.919921875,24825.55078125,24850.44921875,456790000
2018-01-04,25075.130859375,25075.130859375,25105.9609375,24963.26953125,24964.859375,403280000
2018-01-05,25295.869140625,25295.869140625,25299.7890625,25112.009765625,25114.919921875,358020000
2018-01-08,25283.0,25283.0,25311.990234375,25235.41015625,25308.400390625,341390000
2018-01-09,25385.80078125,25385.80078125,25439.779296875,25308.41015625,25312.05078125,333490000
2018-01-10,25369.130859375,25369.130859375,25404.919921875,25256.990234375,25348.130859375,341470000
2018-01-11,25574.73046875,25574.73046875,25575.419921875,25396.189453125,25398.599609375,346830000
2018-01-12,25803.189453125,25803.189453125,25810.4296875,25633.080078125,25638.390625,376390000
2018-01-16,25792.859375,25792.859375,26086.119140625,25702.990234375,25987.619140625,606520000
2018-01-17,26115.650390625,26115.650390625,26130.44921875,25865.01953125,25910.779296875,522720000
2018-01-18,26017.810546875,26017.810546875,26153.419921875,25947.3203125,26149.55078125,492780000
2018-01-19,26071.720703125,26071.720703125,26071.720703125,25942.830078125,25987.349609375,585000000
2018-01-22,26214.599609375,26214.599609375,26215.23046875,25974.650390625,26025.3203125,431200000
2018-01-23,26210.810546875,26210.810546875,26246.189453125,26143.900390625,26214.869140625,433490000
2018-01-24,26252.119140625,26252.119140625,26392.80078125,26106.939453125,26282.0703125,518790000
2018-01-25,26392.7890625,26392.7890625,26458.25,26259.720703125,26313.060546875,401390000
2018-01-26,26616.7109375,26616.7109375,26616.7109375,26425.349609375,26466.740234375,477780000
2018-01-29,26439.48046875,26439.48046875,26608.900390625,26435.33984375,26584.279296875,421000000
2018-01-30,26076.890625,26076.890625,26256.990234375,26028.419921875,26198.44921875,448330000
2018-01-31,26149.390625,26149.390625,26338.029296875,26050.98046875,26268.169921875,479130000
2018-02-01,26186.7109375,26186.7109375,26306.69921875,26014.439453125,26083.0390625,410620000
2018-02-02,25520.9609375,25520.9609375,26061.7890625,25490.66015625,26061.7890625,522880000
2018-02-05,24345.75,24345.75,25520.529296875,23923.880859375,25337.869140625,714450000
2018-02-06,24912.76953125,24912.76953125,24946.23046875,23778.740234375,24085.169921875,823940000
2018-02-07,24893.349609375,24893.349609375,25293.9609375,24785.439453125,24892.869140625,504620000
2018-02-08,23860.4609375,23860.4609375,24903.6796875,23849.23046875,24902.30078125,657500000
2018-02-09,24190.900390625,24190.900390625,24382.140625,23360.2890625,23992.669921875,735030000
2018-02-12,24601.26953125,24601.26953125,24765.16015625,24290.48046875,24337.759765625,496610000
2018-02-13,24640.44921875,24640.44921875,24705.720703125,24421.029296875,24540.330078125,374410000
2018-02-14,24893.490234375,24893.490234375,24925.94921875,24490.359375,24535.8203125,431160000
2018-02-15,25200.369140625,25200.369140625,25203.94921875,24809.419921875,25047.8203125,416780000
2018-02-16,25219.380859375,25219.380859375,25432.419921875,25149.259765625,25165.939453125,406730000
2018-02-20,24964.75,24964.75,25179.009765625,24884.189453125,25124.91015625,421510000
2018-02-21,24797.779296875,24797.779296875,25267.990234375,24792.990234375,24988.060546875,456070000
2018-02-22,24962.48046875,24962.48046875,25156.720703125,24854.830078125,24855.41015625,378900000
2018-02-23,25309.990234375,25309.990234375,25313.91015625,25028.73046875,25050.509765625,335420000
2018-02-26,25709.26953125,25709.26953125,25732.80078125,25398.560546875,25403.349609375,473360000
2018-02-27,25410.029296875,25410.029296875,25800.349609375,25407.830078125,25735.779296875,438390000
2018-02-28,25029.19921875,25029.19921875,25576.150390625,25022.419921875,25485.150390625,451870000
2018-03-01,24608.98046875,24608.98046875,25185.349609375,24442.560546875,25024.0390625,506280000
2018-03-02,24538.060546875,24538.060546875,24592.4609375,24217.759765625,24394.91015625,437130000
2018-03-05,24874.759765625,24874.759765625,24961.0,24387.150390625,24471.310546875,383910000
2018-03-06,24884.119140625,24884.119140625,24995.240234375,24708.41015625,24965.890625,331770000
2018-03-07,24801.359375,24801.359375,24849.6796875,24535.119140625,24758.150390625,394070000
2018-03-08,24895.2109375,24895.2109375,24950.490234375,24703.05078125,24853.41015625,327300000
2018-03-09,25335.740234375,25335.740234375,25336.330078125,25004.890625,25004.890625,371570000
2018-03-12,25178.609375,25178.609375,25449.150390625,25152.01953125,25372.439453125,362580000
2018-03-13,25007.029296875,25007.029296875,25376.400390625,24947.5,25257.75,447880000
2018-03-14,24758.119140625,24758.119140625,25130.119140625,24668.830078125,25086.970703125,356830000
2018-03-15,24873.66015625,24873.66015625,25053.869140625,24753.2890625,24837.2890625,316310000
2018-03-16,24946.509765625,24946.509765625,25031.0,24857.08984375,24877.33984375,654240000
2018-03-19,24610.91015625,24610.91015625,24893.689453125,24453.140625,24893.689453125,377990000
2018-03-20,24727.26953125,24727.26953125,24803.609375,24650.640625,24650.640625,342510000
2018-03-21,24682.310546875,24682.310546875,24977.650390625,24655.400390625,24723.490234375,343230000
2018-03-22,23957.890625,23957.890625,24526.009765625,23938.740234375,24526.009765625,439280000
2018-03-23,23533.19921875,23533.19921875,24108.470703125,23509.060546875,23995.1796875,482550000
2018-03-26,24202.599609375,24202.599609375,24232.30078125,23741.220703125,23825.740234375,479540000
2018-03-27,23857.7109375,23857.7109375,24446.220703125,23708.73046875,24276.619140625,524480000
2018-03-28,23848.419921875,23848.419921875,24092.470703125,23728.669921875,23883.080078125,530040000
2018-03-29,24103.109375,24103.109375,24314.30078125,23928.130859375,23949.1796875,463550000
2018-04-02,23644.189453125,23644.189453125,24123.80078125,23344.51953125,24076.599609375,509820000
2018-04-03,24033.359375,24033.359375,24044.349609375,23664.330078125,23698.330078125,394130000
2018-04-04,24264.30078125,24264.30078125,24308.9609375,23523.16015625,23654.150390625,388540000
2018-04-05,24505.220703125,24505.220703125,24622.259765625,24313.91015625,24313.91015625,347790000
2018-04-06,23932.759765625,23932.759765625,24434.400390625,23738.19921875,24373.599609375,395990000
2018-04-09,23979.099609375,23979.099609375,24373.1796875,23954.830078125,24037.51953125,380790000
2018-04-10,24408.0,24408.0,24511.349609375,24198.94921875,24198.94921875,368590000
2018-04-11,24189.44921875,24189.44921875,24366.5703125,24150.869140625,24274.189453125,286360000
2018-04-12,24483.05078125,24483.05078125,24592.119140625,24302.8203125,24302.8203125,336130000
2018-04-13,24360.140625,24360.140625,24646.44921875,24243.740234375,24582.8203125,331890000
2018-04-16,24573.0390625,24573.0390625,24675.359375,24480.19921875,24483.150390625,305070000
2018-04-17,24786.630859375,24786.630859375,24858.970703125,24681.7890625,24681.7890625,342410000
2018-04-18,24748.0703125,24748.0703125,24832.5390625,24721.08984375,24820.849609375,302030000
2018-04-19,24664.890625,24664.890625,24762.48046875,24557.029296875,24711.30078125,381110000
2018-04-20,24462.939453125,24462.939453125,24678.0703125,24375.0390625,24657.390625,537770000
2018-04-23,24448.689453125,24448.689453125,24536.890625,24328.5390625,24488.0703125,351030000
2018-04-24,24024.130859375,24024.130859375,24579.939453125,23828.73046875,24579.939453125,468180000
2018-04-25,24083.830078125,24083.830078125,24146.33984375,23823.080078125,24070.19921875,437100000
2018-04-26,24322.33984375,24322.33984375,24402.4609375,24128.720703125,24128.720703125,390360000
2018-04-27,24311.189453125,24311.189453125,24359.380859375,24194.44921875,24342.140625,392810000
2018-04-30,24163.150390625,24163.150390625,24498.23046875,24163.080078125,24410.41015625,416650000
2018-05-01,24099.05078125,24099.05078125,24117.2890625,23808.189453125,24117.2890625,380070000
2018-05-02,23924.98046875,23924.98046875,24185.51953125,23886.30078125,24097.630859375,385350000
2018-05-03,23930.150390625,23930.150390625,23996.150390625,23531.310546875,23836.23046875,389240000
2018-05-04,24262.509765625,24262.509765625,24333.349609375,23778.869140625,23865.220703125,329480000
2018-05-07,24357.3203125,24357.3203125,24479.44921875,24263.419921875,24317.66015625,307670000
2018-05-08,24360.2109375,24360.2109375,24412.33984375,24198.33984375,24341.349609375,344940000
2018-05-09,24542.5390625,24542.5390625,24586.48046875,24323.869140625,24399.1796875,361580000
2018-05-10,24739.529296875,24739.529296875,24794.990234375,24575.91015625,24591.66015625,304210000
2018-05-11,24831.169921875,24831.169921875,24868.650390625,24717.5,24758.640625,274150000
2018-05-14,24899.41015625,24899.41015625,24994.189453125,24862.51953125,24879.369140625,282860000
2018-05-15,24706.41015625,24706.41015625,24809.55078125,24629.390625,24809.55078125,301900000
2018-05-16,24768.9296875,24768.9296875,24801.189453125,24672.7890625,24722.3203125,280810000
2018-05-17,24713.98046875,24713.98046875,24839.490234375,24639.400390625,24752.400390625,314650000
2018-05-18,24715.08984375,24715.08984375,24774.970703125,24664.869140625,24707.720703125,269700000
2018-05-21,25013.2890625,25013.2890625,25086.490234375,24883.060546875,24883.060546875,308920000
2018-05-22,24834.41015625,24834.41015625,25064.990234375,24812.060546875,25047.55078125,288200000
2018-05-23,24886.810546875,24886.810546875,24889.4609375,24667.119140625,24757.7109375,399610000
2018-05-24,24811.759765625,24811.759765625,24877.359375,24605.900390625,24877.359375,347050000
2018-05-25,24753.08984375,24753.08984375,24824.220703125,24687.810546875,24781.2890625,257210000
2018-05-29,24361.44921875,24361.44921875,24635.1796875,24247.83984375,24606.58984375,395810000
2018-05-30,24667.779296875,24667.779296875,24714.48046875,24459.08984375,24467.830078125,324870000
2018-05-31,24415.83984375,24415.83984375,24620.7890625,24352.150390625,24620.7890625,429740000
2018-06-01,24635.2109375,24635.2109375,24673.599609375,24542.08984375,24542.08984375,315710000
2018-06-04,24813.689453125,24813.689453125,24859.369140625,24722.140625,24727.55078125,340400000
2018-06-05,24799.98046875,24799.98046875,24838.779296875,24710.8203125,24820.119140625,306340000
2018-06-06,25146.390625,25146.390625,25146.4609375,24854.140625,24854.140625,316090000
2018-06-07,25241.41015625,25241.41015625,25326.08984375,25164.48046875,25192.140625,357680000
2018-06-08,25316.529296875,25316.529296875,25325.630859375,25165.69921875,25209.2890625,317510000
2018-06-11,25322.310546875,25322.310546875,25402.830078125,25290.19921875,25336.669921875,276740000
2018-06-12,25320.73046875,25320.73046875,25364.369140625,25247.0390625,25346.8203125,265750000
2018-06-13,25201.19921875,25201.19921875,25362.0703125,25191.419921875,25328.650390625,329700000
2018-06-14,25175.310546875,25175.310546875,25332.5,25138.599609375,25254.650390625,341170000
2018-06-15,25090.48046875,25090.48046875,25130.8203125,24894.380859375,25116.7109375,659370000
2018-06-18,24987.470703125,24987.470703125,25003.099609375,24825.76953125,24944.279296875,337070000
2018-06-19,24700.2109375,24700.2109375,24763.58984375,24567.75,24763.58984375,376380000
2018-06-20,24657.80078125,24657.80078125,24804.759765625,24628.390625,24771.169921875,359520000
2018-06-21,24461.69921875,24461.69921875,24639.2109375,24406.630859375,24639.2109375,349570000
2018-06-22,24580.890625,24580.890625,24663.1796875,24526.970703125,24526.970703125,473970000
2018-06-25,24252.80078125,24252.80078125,24463.73046875,24084.390625,24463.73046875,439130000
2018-06-26,24283.109375,24283.109375,24384.2109375,24241.220703125,24281.890625,301130000
