Date,Adj Close,Close,High,Low,Open,Volume
2017-04-06,5878.9501953125,5878.9501953125,5889.580078125,5856.22021484375,5870.52001953125,1845800000
2017-04-07,5877.81005859375,5877.81005859375,5892.06982421875,5855.509765625,5873.93994140625,1692150000
2017-04-10,5880.93017578125,5880.93017578125,5907.85009765625,5865.56005859375,5883.43017578125,1630070000
2017-04-11,5866.77001953125,5866.77001953125,5878.93994140625,5819.2900390625,5871.16015625,1821650000
2017-04-12,5836.16015625,5836.16015625,5868.08984375,5830.43994140625,5863.58984375,1658960000
2017-04-13,5805.14990234375,5805.14990234375,5856.5400390625,5805.14990234375,5828.3701171875,1581870000
2017-04-17,5856.7900390625,5856.7900390625,5856.7900390625,5818.2001953125,5821.5498046875,1381290000
2017-04-18,5849.47021484375,5849.47021484375,5860.0400390625,5828.56982421875,5838.58984375,1608870000
2017-04-19,5863.02978515625,5863.02978515625,5894.68017578125,5856.33984375,5874.43017578125,1752620000
2017-04-20,5916.77978515625,5916.77978515625,5926.22998046875,5880.2001953125,5887.8701171875,1749110000
2017-04-21,5910.52001953125,5910.52001953125,5919.22998046875,5899.43017578125,5919.02001953125,1723210000
2017-04-24,5983.81982421875,5983.81982421875,5989.919921875,5970.25,5979.9599609375,1836570000
2017-04-25,6025.490234375,6025.490234375,6036.02001953125,6002.64990234375,6004.16015625,1895430000
2017-04-26,6025.22998046875,6025.22998046875,6040.89013671875,6021.72021484375,6028.1201171875,1894210000
2017-04-27,6048.93994140625,6048.93994140625,6050.7001953125,6031.58984375,6038.47021484375,1876700000
2017-04-28,6047.60986328125,6047.60986328125,6074.0400390625,6040.7099609375,6072.8701171875,1995160000
2017-05-01,6091.60009765625,6091.60009765625,6100.72998046875,6061.35009765625,6067.56005859375,1757000000
2017-05-02,6095.3701171875,6095.3701171875,6102.72021484375,6081.56005859375,6102.509765625,2146730000
2017-05-03,6072.5498046875,6072.5498046875,6076.9599609375,6053.27978515625,6075.0400390625,2149360000
2017-05-04,6075.33984375,6075.33984375,6080.81982421875,6054.330078125,6075.06005859375,2056270000
2017-05-05,6100.759765625,6100.759765625,6100.759765625,6067.16015625,6091.68994140625,1899570000
2017-05-08,6102.66015625,6102.66015625,6106.1201171875,6083.06005859375,6100.66015625,1909710000
2017-05-09,6120.58984375,6120.58984375,6133.0,6107.58984375,6111.81982421875,1997490000
2017-05-10,6129.14013671875,6129.14013671875,6131.64013671875,6103.8701171875,6121.64013671875,2108000000
2017-05-11,6115.9599609375,6115.9599609375,6120.2001953125,6075.68017578125,6110.0498046875,1950910000
2017-05-12,6121.22998046875,6121.22998046875,6122.83984375,6105.419921875,6119.27001953125,1740960000
2017-05-15,6149.669921875,6149.669921875,6153.0400390625,6124.7900390625,6128.10986328125,1850790000
2017-05-16,6169.8701171875,6169.8701171875,6170.16015625,6139.10009765625,6160.52001953125,1999330000
2017-05-17,6011.240234375,6011.240234375,6122.8701171875,6009.47998046875,6108.6201171875,2347480000
2017-05-18,6055.1298828125,6055.1298828125,6073.4501953125,5996.81005859375,5998.4599609375,2131520000
2017-05-19,6083.7001953125,6083.7001953125,6106.5498046875,6070.22998046875,6070.22998046875,1905520000
2017-05-22,6133.6201171875,6133.6201171875,6135.919921875,6097.240234375,6098.25,1726230000
2017-05-23,6138.7099609375,6138.7099609375,6150.91015625,6121.7900390625,6149.5498046875,1705860000
2017-05-24,6163.02001953125,6163.02001953125,6166.08984375,6139.330078125,6154.18017578125,1666050000
2017-05-25,6205.259765625,6205.259765625,6217.33984375,6174.52001953125,6183.02001953125,1767690000
2017-05-26,6210.18994140625,6210.18994140625,6211.52001953125,6196.66015625,6207.0400390625,1571040000
2017-05-30,6203.18994140625,6203.18994140625,6217.1298828125,6200.41015625,6204.18017578125,1688480000
2017-05-31,6198.52001953125,6198.52001953125,6221.990234375,6164.06982421875,6221.6298828125,2209400000
2017-06-01,6246.830078125,6246.830078125,6247.06982421875,6200.4501953125,6215.91015625,1943610000
2017-06-02,6305.7998046875,6305.7998046875,6308.759765625,6253.77001953125,6261.58984375,1820000000
2017-06-05,6295.68017578125,6295.68017578125,6310.6201171875,6292.14990234375,6305.47021484375,1739820000
2017-06-06,6275.06005859375,6275.06005859375,6304.2099609375,6269.8701171875,6281.8798828125,1889690000
2017-06-07,6297.3798828125,6297.3798828125,6302.77978515625,6267.18017578125,6290.43994140625,1822270000
2017-06-08,6321.759765625,6321.759765625,6324.06005859375,6282.93017578125,6311.72998046875,2128780000
2017-06-09,6207.919921875,6207.919921875,6341.7001953125,6137.68017578125,6330.25,3152050000
2017-06-12,6175.4599609375,6175.4599609375,6183.81005859375,6110.669921875,6153.56005859375,2586540000
2017-06-13,6220.3701171875,6220.3701171875,6226.41015625,6180.0400390625,6206.1201171875,2062110000
2017-06-14,6194.89013671875,6194.89013671875,6237.52978515625,6153.5498046875,6237.4599609375,1940440000
2017-06-15,6165.5,6165.5,6170.14990234375,6107.85009765625,6127.0498046875,1858130000
2017-06-16,6151.759765625,6151.759765625,6161.56005859375,6125.5,6154.27978515625,3120640000
